expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
EXP-01348,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,71,1.25,7,0,339,1
EXP-01349,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,71,0.95,7,0,209,0
EXP-01350,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2024,48,0.9,9,0,384,1
EXP-01351,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,53,1.05,7,0,401,1
EXP-01352,SEVILLA,SUSTANCIAS,Juzgado_2_Familia,2024,35,1.2,5,0,167,1
EXP-01353,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia,2020,82,0.9,5,0,332,1
EXP-01354,CANDELARIA,VIF,Juzgado_Penal_Municipal_2,2024,48,1.05,6,0,291,1
EXP-01355,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2022,48,1.2,8,0,329,1
EXP-01356,PRADERA,ALIMENTOS,Juzgado_2_Familia,2021,38,1.2,6,1,475,1
EXP-01357,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,89,1.05,10,1,589,1
EXP-01358,GUADALAJARA DE BUGA,VIF,Juzgado_2_Familia,2022,53,1.2,9,0,343,1
EXP-01359,ZARZAL,VIF,Juzgado_Penal_Municipal_1,2024,33,1.25,7,0,355,1
EXP-01360,CANDELARIA,ALIMENTOS,Comisaria_1_Familia,2023,48,1.1,2,0,155,1
EXP-01361,BUENAVENTURA,SUSTANCIAS,Juzgado_2_Familia,2023,89,1.2,3,0,198,1
EXP-01362,TULUA,VIF,Juzgado_3_Familia,2022,71,0.95,2,0,136,0
EXP-01363,EL CERRITO,VIF,Juzgado_2_Familia,2021,41,1.2,3,0,194,0
EXP-01364,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,41,1.05,3,0,182,0
EXP-01365,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_1_Familia,2022,53,1.35,6,1,492,1
EXP-01366,ZARZAL,VIF,Juzgado_Penal_Municipal_2,2020,33,1.05,5,0,251,1
EXP-01367,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2024,35,1.1,6,0,304,1
EXP-01368,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2023,67,1.1,3,0,162,1
EXP-01369,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,58,1.1,8,0,318,1
EXP-01370,CALI,VIF,Juzgado_1_Familia,2022,82,1.35,4,0,148,0
EXP-01371,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,35,1.05,10,0,450,1
EXP-01372,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2023,89,1.05,6,0,287,1
EXP-01373,PALMIRA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2020,74,1.1,2,1,189,0
EXP-01374,TULUA,ALIMENTOS,Juzgado_3_Familia,2024,71,0.95,6,0,358,1
EXP-01375,PALMIRA,ALIMENTOS,Comisaria_2_Familia,2024,74,0.9,9,0,353,1
EXP-01376,TULUA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,71,1.25,4,0,200,1
EXP-01377,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2024,53,0.9,9,0,421,1
EXP-01378,PRADERA,VIF,Comisaria_2_Familia,2022,38,0.9,5,0,176,1
EXP-01379,SEVILLA,ALIMENTOS,Comisaria_2_Familia,2022,35,0.9,4,0,186,1
EXP-01380,PRADERA,ALIMENTOS,Juzgado_3_Familia,2022,38,0.95,4,0,213,0
EXP-01381,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,11,1,637,1
EXP-01382,PALMIRA,SUSTANCIAS,Comisaria_2_Familia,2022,74,0.9,2,0,190,1
EXP-01383,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,44,1.2,8,1,484,1
EXP-01384,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,82,1.2,12,1,812,1
EXP-01385,CANDELARIA,VIF,Juzgado_Penal_Municipal_2,2024,48,1.05,4,0,195,1
EXP-01386,EL CERRITO,ALIMENTOS,Comisaria_1_Familia,2022,41,1.1,7,0,333,1
EXP-01387,YUMBO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,62,0.95,8,0,412,1
EXP-01388,SEVILLA,ALIMENTOS,Comisaria_1_Familia,2022,35,1.1,7,0,336,1
EXP-01389,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,67,1.05,6,1,373,1
EXP-01390,PRADERA,ALIMENTOS,Juzgado_2_Familia,2024,38,1.2,6,0,360,1
EXP-01391,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2020,35,1.2,3,1,322,1
EXP-01392,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,58,1.35,11,0,501,1
EXP-01393,TULUA,ALIMENTOS,Comisaria_1_Familia,2021,71,1.1,6,0,223,0
EXP-01394,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,62,1.05,8,0,406,1
EXP-01395,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,38,1.05,1,0,30,1
EXP-01396,ZARZAL,ALIMENTOS,Comisaria_1_Familia,2024,33,1.1,8,0,351,1
EXP-01397,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,58,1.05,7,0,293,1
EXP-01398,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,71,0.95,9,0,322,1
EXP-01399,PRADERA,VIF,Juzgado_3_Familia,2021,38,0.95,3,0,229,1
EXP-01400,CARTAGO,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,58,1.1,6,0,332,1
EXP-01401,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,38,1.05,2,1,166,1
EXP-01402,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2022,67,1.25,10,0,465,1
EXP-01403,EL CERRITO,ALIMENTOS,Juzgado_1_Familia,2023,41,1.35,7,0,288,1
EXP-01404,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2023,35,1.25,3,0,181,1
EXP-01405,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_1,2023,53,1.25,2,0,147,1
EXP-01406,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,58,1.05,7,0,334,1
EXP-01407,GUADALAJARA DE BUGA,SUSTANCIAS,Juzgado_1_Familia,2021,53,1.35,5,0,290,1
EXP-01408,ZARZAL,HURTO_PATRIMONIAL,Juzgado_3_Familia,2021,33,0.95,8,0,373,1
EXP-01409,TULUA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,71,1.35,7,0,286,0
EXP-01410,FLORIDA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,44,0.9,4,0,218,1
EXP-01411,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2020,89,1.05,5,0,179,1
EXP-01412,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2023,48,1.25,5,0,184,0
EXP-01413,CARTAGO,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,58,1.35,13,1,709,1
EXP-01414,CANDELARIA,VIF,Juzgado_3_Familia,2024,48,0.95,1,0,73,1
EXP-01415,PALMIRA,VIF,Juzgado_3_Familia,2024,74,0.95,4,0,239,1
EXP-01416,CALI,ALIMENTOS,Juzgado_2_Familia,2023,82,1.2,5,1,365,1
EXP-01417,TULUA,ALIMENTOS,Juzgado_2_Familia,2022,71,1.2,5,0,260,1
EXP-01418,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2024,33,0.95,3,0,167,1
EXP-01419,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2021,89,0.95,7,0,287,1
EXP-01420,SEVILLA,SUSTANCIAS,Juzgado_2_Familia,2022,35,1.2,3,0,148,1
EXP-01421,CANDELARIA,SUSTANCIAS,Comisaria_1_Familia,2024,48,1.1,5,0,270,1
EXP-01422,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,53,1.2,3,1,182,0
EXP-01423,GUADALAJARA DE BUGA,VIF,Comisaria_1_Familia,2023,53,1.1,2,0,129,1
EXP-01424,EL CERRITO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,41,1.25,6,0,322,1
EXP-01425,ZARZAL,ALIMENTOS,Juzgado_2_Familia,2022,33,1.2,6,1,499,1
EXP-01426,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_2,2022,53,1.05,5,0,232,1
EXP-01427,CARTAGO,SUSTANCIAS,Comisaria_1_Familia,2024,58,1.1,3,0,121,0
EXP-01428,CANDELARIA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2022,48,1.05,3,0,209,0
EXP-01429,CANDELARIA,VIF,Juzgado_Penal_Municipal_2,2021,48,1.05,1,0,113,1
EXP-01430,CARTAGO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2024,58,1.05,4,0,295,1
EXP-01431,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2021,48,1.2,7,1,491,1
EXP-01432,GUADALAJARA DE BUGA,VIF,Juzgado_Penal_Municipal_2,2024,53,1.05,4,0,326,1
EXP-01433,FLORIDA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2020,44,1.2,8,0,335,1
EXP-01434,FLORIDA,ALIMENTOS,Juzgado_1_Familia,2022,44,1.35,4,0,199,1
EXP-01435,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,53,1.05,9,0,335,1
EXP-01436,CARTAGO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2021,58,1.05,2,0,134,1
EXP-01437,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_1,2020,48,1.25,5,1,403,1
EXP-01438,CANDELARIA,SUSTANCIAS,Comisaria_1_Familia,2024,48,1.1,5,0,244,1
EXP-01439,PALMIRA,VIF,Juzgado_2_Familia,2024,74,1.2,5,0,294,1
EXP-01440,CARTAGO,SUSTANCIAS,Juzgado_2_Familia,2024,58,1.2,3,0,229,1
EXP-01441,TULUA,ALIMENTOS,Juzgado_2_Familia,2023,71,1.2,6,1,481,1
EXP-01442,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2023,89,0.95,6,1,468,1
EXP-01443,PRADERA,ALIMENTOS,Juzgado_2_Familia,2022,38,1.2,7,0,366,1
EXP-01444,JAMUNDI,VIF,Juzgado_3_Familia,2024,67,0.95,3,0,235,1
EXP-01445,PALMIRA,ALIMENTOS,Comisaria_1_Familia,2024,74,1.1,6,0,294,1
EXP-01446,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2024,44,1.35,7,1,482,1
EXP-01447,CARTAGO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,58,0.9,5,0,327,0
EXP-01448,CARTAGO,VIF,Comisaria_2_Familia,2022,58,0.9,1,0,85,0
EXP-01449,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,71,1.2,6,0,366,1
EXP-01450,YUMBO,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,62,1.25,2,1,114,1
EXP-01451,CALI,ALIMENTOS,Juzgado_1_Familia,2023,82,1.35,11,0,473,1
EXP-01452,EL CERRITO,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,41,1.05,4,0,267,1
EXP-01453,EL CERRITO,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,41,0.95,4,1,246,1
EXP-01454,FLORIDA,VIF,Juzgado_2_Familia,2022,44,1.2,7,0,248,1
EXP-01455,SEVILLA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,35,0.9,6,0,286,1
EXP-01456,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,53,0.9,5,0,283,1
EXP-01457,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2021,67,1.1,10,1,571,1
EXP-01458,SEVILLA,VIF,Comisaria_2_Familia,2021,35,0.9,1,0,39,0
EXP-01459,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,71,1.25,6,0,323,1
EXP-01460,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2024,58,1.2,2,0,93,0
EXP-01461,PRADERA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2022,38,0.9,7,0,413,0
EXP-01462,SEVILLA,VIF,Juzgado_Penal_Municipal_1,2023,35,1.25,4,0,207,0
EXP-01463,BUENAVENTURA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,89,1.2,10,0,547,1
EXP-01464,BUENAVENTURA,ALIMENTOS,Juzgado_1_Familia,2024,89,1.35,11,0,436,1
EXP-01465,TULUA,VIF,Comisaria_1_Familia,2023,71,1.1,3,0,231,1
EXP-01466,CARTAGO,HURTO_PATRIMONIAL,Juzgado_2_Familia,2023,58,1.2,4,0,215,0
EXP-01467,BUENAVENTURA,VIF,Juzgado_2_Familia,2020,89,1.2,1,0,74,0
EXP-01468,CALI,VIF,Juzgado_3_Familia,2022,82,0.95,4,0,110,1
EXP-01469,BUENAVENTURA,SUSTANCIAS,Comisaria_1_Familia,2024,89,1.1,6,0,279,1
EXP-01470,CARTAGO,ALIMENTOS,Juzgado_2_Familia,2024,58,1.2,8,0,398,1
EXP-01471,ZARZAL,HURTO_PATRIMONIAL,Juzgado_1_Familia,2021,33,1.35,11,0,519,1
EXP-01472,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2024,67,1.05,3,0,163,1
EXP-01473,YUMBO,VIF,Juzgado_2_Familia,2021,62,1.2,1,0,152,1
EXP-01474,TULUA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,71,1.2,9,1,502,1
EXP-01475,CARTAGO,VIF,Comisaria_1_Familia,2022,58,1.1,1,0,69,0
EXP-01476,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,58,1.25,10,1,610,1
EXP-01477,CANDELARIA,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,48,1.05,6,0,259,1
EXP-01478,CALI,VIF,Juzgado_Penal_Municipal_2,2021,82,1.05,3,0,160,1
EXP-01479,ZARZAL,VIF,Juzgado_1_Familia,2020,33,1.35,5,0,283,1
EXP-01480,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,53,1.05,6,0,290,0
EXP-01481,TULUA,SUSTANCIAS,Comisaria_1_Familia,2024,71,1.1,4,0,204,1
EXP-01482,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,38,1.05,2,0,100,0
EXP-01483,PRADERA,SUSTANCIAS,Juzgado_3_Familia,2024,38,0.95,4,0,169,0
EXP-01484,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,53,1.1,6,1,390,1
EXP-01485,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2023,82,1.05,1,0,115,1
EXP-01486,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2022,82,1.35,4,0,166,0
EXP-01487,CALI,ALIMENTOS,Comisaria_1_Familia,2024,82,1.1,7,0,323,1
EXP-01488,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,74,1.25,5,0,372,1
EXP-01489,JAMUNDI,SUSTANCIAS,Juzgado_2_Familia,2021,67,1.2,8,0,338,1
EXP-01490,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_1,2021,38,1.25,8,0,367,1
EXP-01491,PALMIRA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2020,74,1.25,5,0,278,1
EXP-01492,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2023,74,0.95,2,1,46,1
EXP-01493,PRADERA,VIF,Comisaria_2_Familia,2024,38,0.9,5,0,238,1
EXP-01494,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,48,1.05,6,0,289,1
EXP-01495,CARTAGO,VIF,Juzgado_2_Familia,2023,58,1.2,7,0,329,1
EXP-01496,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2022,44,1.25,2,0,136,1
EXP-01497,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,44,1.25,6,0,337,0
EXP-01498,PRADERA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,38,1.05,6,0,288,1
EXP-01499,JAMUNDI,SUSTANCIAS,Comisaria_2_Familia,2020,67,0.9,4,0,183,0
EXP-01500,YUMBO,VIF,Juzgado_Penal_Municipal_2,2021,62,1.05,4,0,235,1
EXP-01501,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,82,1.05,14,0,574,1
EXP-01502,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,35,1.25,11,0,486,1
EXP-01503,ZARZAL,SUSTANCIAS,Juzgado_Penal_Municipal_2,2023,33,1.05,3,0,144,1
EXP-01504,JAMUNDI,VIF,Comisaria_1_Familia,2022,67,1.1,5,0,207,1
EXP-01505,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2024,89,0.9,6,0,285,1
EXP-01506,PRADERA,VIF,Comisaria_2_Familia,2021,38,0.9,2,0,60,0
EXP-01507,BUENAVENTURA,VIF,Juzgado_Penal_Municipal_2,2022,89,1.05,3,0,186,1
EXP-01508,PRADERA,VIF,Juzgado_Penal_Municipal_1,2022,38,1.25,5,0,156,1
EXP-01509,CALI,ALIMENTOS,Juzgado_3_Familia,2023,82,0.95,5,0,284,1
EXP-01510,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,74,1.25,6,1,467,1
EXP-01511,EL CERRITO,SUSTANCIAS,Juzgado_3_Familia,2022,41,0.95,6,0,226,1
EXP-01512,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2022,67,1.05,6,0,290,1
EXP-01513,PALMIRA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2023,74,0.95,10,1,705,1
EXP-01514,ZARZAL,VIF,Juzgado_Penal_Municipal_1,2023,33,1.25,7,0,301,1
EXP-01515,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2022,53,0.9,5,0,288,1
EXP-01516,FLORIDA,ALIMENTOS,Comisaria_1_Familia,2022,44,1.1,9,0,447,1
EXP-01517,CANDELARIA,ALIMENTOS,Juzgado_2_Familia,2020,48,1.2,4,0,222,0
EXP-01518,TULUA,ALIMENTOS,Comisaria_1_Familia,2023,71,1.1,2,0,161,0
EXP-01519,CANDELARIA,SUSTANCIAS,Juzgado_1_Familia,2024,48,1.35,7,0,229,1
EXP-01520,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,82,1.35,9,0,422,1
EXP-01521,ZARZAL,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,33,1.25,6,0,258,1
EXP-01522,EL CERRITO,VIF,Juzgado_3_Familia,2022,41,0.95,2,0,112,1
EXP-01523,PRADERA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2024,38,0.95,6,0,324,1
EXP-01524,PALMIRA,VIF,Comisaria_1_Familia,2021,74,1.1,7,0,279,1
EXP-01525,BUENAVENTURA,ALIMENTOS,Juzgado_3_Familia,2022,89,0.95,7,1,506,1
EXP-01526,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2023,67,1.2,3,0,174,0
EXP-01527,PALMIRA,VIF,Comisaria_1_Familia,2024,74,1.1,2,0,149,1
EXP-01528,YUMBO,VIF,Comisaria_2_Familia,2022,62,0.9,4,0,262,1
EXP-01529,BUENAVENTURA,ALIMENTOS,Comisaria_1_Familia,2022,89,1.1,7,0,322,1
EXP-01530,FLORIDA,VIF,Comisaria_1_Familia,2022,44,1.1,5,0,252,0
EXP-01531,FLORIDA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,44,1.25,7,0,292,1
EXP-01532,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2020,33,1.35,10,0,399,1
EXP-01533,PALMIRA,HURTO_PATRIMONIAL,Juzgado_2_Familia,2022,74,1.2,8,0,409,0
EXP-01534,EL CERRITO,ALIMENTOS,Comisaria_2_Familia,2022,41,0.9,5,0,292,0
EXP-01535,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_1,2024,89,1.25,7,0,407,1
EXP-01536,ZARZAL,VIF,Juzgado_3_Familia,2024,33,0.95,3,0,177,1
EXP-01537,SEVILLA,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,35,1.05,3,0,168,0
EXP-01538,BUENAVENTURA,VIF,Juzgado_1_Familia,2021,89,1.35,6,0,314,1
EXP-01539,FLORIDA,SUSTANCIAS,Comisaria_2_Familia,2021,44,0.9,3,0,117,1
EXP-01540,FLORIDA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2024,44,1.1,11,0,535,1
EXP-01541,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,53,0.9,4,0,118,1
EXP-01542,TULUA,VIF,Comisaria_1_Familia,2021,71,1.1,6,0,284,1
EXP-01543,SEVILLA,ALIMENTOS,Juzgado_2_Familia,2024,35,1.2,5,0,282,1
EXP-01544,BUENAVENTURA,ALIMENTOS,Comisaria_2_Familia,2022,89,0.9,7,0,307,1
EXP-01545,FLORIDA,HURTO_PATRIMONIAL,Juzgado_1_Familia,2023,44,1.35,12,0,579,0
EXP-01546,SEVILLA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,35,1.1,9,0,387,1
EXP-01547,GUADALAJARA DE BUGA,ALIMENTOS,Juzgado_Penal_Municipal_2,2020,53,1.05,7,0,337,0
EXP-01548,CALI,ALIMENTOS,Juzgado_2_Familia,2020,82,1.2,9,0,429,1
EXP-01549,TULUA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2024,71,1.05,8,0,371,1
EXP-01550,BUENAVENTURA,VIF,Comisaria_2_Familia,2024,89,0.9,6,0,275,1
EXP-01551,GUADALAJARA DE BUGA,HURTO_PATRIMONIAL,Comisaria_1_Familia,2023,53,1.1,12,1,670,1
EXP-01552,CANDELARIA,ALIMENTOS,Comisaria_2_Familia,2022,48,0.9,6,1,413,1
EXP-01553,SEVILLA,ALIMENTOS,Juzgado_1_Familia,2023,35,1.35,7,0,369,1
EXP-01554,CANDELARIA,VIF,Comisaria_1_Familia,2024,48,1.1,4,0,265,1
EXP-01555,TULUA,ALIMENTOS,Juzgado_3_Familia,2021,71,0.95,6,0,309,1
EXP-01556,TULUA,ALIMENTOS,Comisaria_2_Familia,2024,71,0.9,7,0,245,1
EXP-01557,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia,2022,82,1.1,8,1,579,1
EXP-01558,CANDELARIA,ALIMENTOS,Juzgado_3_Familia,2024,48,0.95,7,0,379,1
EXP-01559,PALMIRA,ALIMENTOS,Juzgado_3_Familia,2024,74,0.95,4,0,221,1
EXP-01560,CANDELARIA,SUSTANCIAS,Juzgado_Penal_Municipal_1,2020,48,1.25,1,0,55,0
EXP-01561,GUADALAJARA DE BUGA,VIF,Juzgado_2_Familia,2024,53,1.2,2,0,108,1
EXP-01562,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2021,89,1.05,8,1,485,1
EXP-01563,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1,2023,82,1.25,6,0,305,1
EXP-01564,CARTAGO,ALIMENTOS,Juzgado_3_Familia,2022,58,0.95,3,1,372,1
EXP-01565,JAMUNDI,VIF,Juzgado_Penal_Municipal_2,2021,67,1.05,6,0,321,1
EXP-01566,JAMUNDI,HURTO_PATRIMONIAL,Juzgado_2_Familia,2024,67,1.2,8,1,449,1
EXP-01567,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,74,1.25,6,0,312,1
EXP-01568,ZARZAL,ALIMENTOS,Juzgado_3_Familia,2023,33,0.95,2,0,114,1
EXP-01569,CARTAGO,HURTO_PATRIMONIAL,Comisaria_2_Familia,2024,58,0.9,4,0,221,1
EXP-01570,PRADERA,HURTO_PATRIMONIAL,Comisaria_2_Familia,2023,38,0.9,2,1,259,1
EXP-01571,EL CERRITO,SUSTANCIAS,Comisaria_2_Familia,2021,41,0.9,2,0,119,1
EXP-01572,ZARZAL,VIF,Comisaria_1_Familia,2023,33,1.1,4,0,212,1
EXP-01573,PALMIRA,ALIMENTOS,Juzgado_Penal_Municipal_1,2023,74,1.25,4,0,223,1
EXP-01574,JAMUNDI,ALIMENTOS,Comisaria_1_Familia,2021,67,1.1,4,1,214,0
EXP-01575,JAMUNDI,ALIMENTOS,Juzgado_Penal_Municipal_2,2023,67,1.05,5,0,245,1
EXP-01576,JAMUNDI,VIF,Comisaria_2_Familia,2024,67,0.9,5,0,258,1
EXP-01577,SEVILLA,ALIMENTOS,Juzgado_3_Familia,2024,35,0.95,3,0,105,1
EXP-01578,JAMUNDI,ALIMENTOS,Juzgado_2_Familia,2020,67,1.2,5,1,302,0
EXP-01579,CALI,VIF,Juzgado_1_Familia,2024,82,1.35,5,0,265,1
EXP-01580,TULUA,VIF,Juzgado_Penal_Municipal_1,2024,71,1.25,7,0,305,1
EXP-01581,PALMIRA,ALIMENTOS,Comisaria_1_Familia,2024,74,1.1,7,1,453,1
EXP-01582,BUENAVENTURA,ALIMENTOS,Juzgado_Penal_Municipal_2,2022,89,1.05,6,1,453,1
EXP-01583,ZARZAL,ALIMENTOS,Juzgado_1_Familia,2024,33,1.35,10,1,602,1
EXP-01584,PRADERA,VIF,Juzgado_Penal_Municipal_1,2023,38,1.25,7,0,325,1
EXP-01585,FLORIDA,VIF,Comisaria_2_Familia,2022,44,0.9,2,0,154,1
EXP-01586,CANDELARIA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2021,48,1.25,6,0,324,1
EXP-01587,CANDELARIA,ALIMENTOS,Juzgado_Penal_Municipal_2,2024,48,1.05,7,0,335,1
EXP-01588,GUADALAJARA DE BUGA,ALIMENTOS,Comisaria_2_Familia,2022,53,0.9,6,0,294,1
EXP-01589,FLORIDA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1,2024,44,1.25,6,1,380,0
EXP-01590,BUENAVENTURA,ALIMENTOS,Juzgado_2_Familia,2023,89,1.2,9,0,383,1
EXP-01591,TULUA,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,71,1.25,7,0,253,0
EXP-01592,YUMBO,ALIMENTOS,Juzgado_1_Familia,2024,62,1.35,8,1,527,1
EXP-01593,PALMIRA,VIF,Juzgado_2_Familia,2023,74,1.2,6,0,247,1
EXP-01594,CALI,ALIMENTOS,Juzgado_1_Familia,2021,82,1.35,7,0,321,1
EXP-01595,YUMBO,VIF,Juzgado_3_Familia,2023,62,0.95,1,0,67,1
EXP-01596,PALMIRA,VIF,Juzgado_3_Familia,2023,74,0.95,6,0,343,1
EXP-01597,PRADERA,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,38,1.05,4,1,240,1
EXP-01598,PRADERA,ALIMENTOS,Comisaria_2_Familia,2024,38,0.9,6,0,303,1
EXP-01599,CARTAGO,ALIMENTOS,Juzgado_Penal_Municipal_1,2022,58,1.25,6,1,466,1
EXP-01600,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2,2022,82,1.05,10,1,691,1
EXP-01601,FLORIDA,VIF,Juzgado_Penal_Municipal_1,2022,44,1.25,3,0,208,1
EXP-01602,TULUA,HURTO_PATRIMONIAL,Juzgado_3_Familia,2022,71,0.95,11,0,503,1
EXP-01603,ZARZAL,VIF,Juzgado_2_Familia,2024,33,1.2,4,0,198,1
